Name,EPI300_pCC1_ATF1_iAAl,EPI300_pCC1_ATF1_AraiAAl,
"2,3,5,7,15-Pentaacetoxy-8-(tigloyloxy)-9,14-dioxo-Jatropha-6(17),11(E)-diene",0,39646.67747,
cis-2-(1'-Chloro-1'-methylethyl)-5-methyltetrahydrofuran,0,22969.20583,
1-benzoyl-2-(dimethylamino)propane,0,74280.38898,
"3-Heptanone, 2,4-dimethyl-",0,321517.0178,
Tetrahydrofurfuryl propionate,0,169654.7812,
"2-Propenoic acid, 2-methyl-, methyl ester",0,103205.8347,
"1,1-dimethylethyl 3-oxo-2-methylenepentanoate",0,91904.37601,
"Cyclobuta[1,2-d:3,4-d']bis[1,3]dioxole, tetrahydro-, (3a.alpha.,3b.beta.,6a.beta.,6b.alpha.)-",0,61038.89789,
"MIXTURE OF TRANS-AND CIS-7-HYDROXY-3,7-DIMETHYL-2,4,8-NONATRIEN CARBOXYLIC ACID",0,28518.63857,
"3,3-(Ethylenedioxy)octanal ",0,42371.15073,
"(1RS,3RS)-2-Methylcyclohexan-1,3-diol",0,845547.812,
"Acetic acid, octyl ester",0,7018280.389,
6-hepentonitrile ,0,262220.4214,
"4a,8b-trans-2,2,7,7,9-pentamethylperhydro-4,5,8a,9a-tetraazafluorene",0,13463.53323,
"7.BETA.,3.ALPHA.-DIHYDROXY-1.ALPHA.-2,6-CYCLOHIMACHALANE",0,951896.2723,
"3,6-Dihydro-1-methyl-6-[1'-(2'-methylindolyl)]pyridin-2(1H)-one",0,40682.33387,
ISOVALERALDEHYDE PROPYLENE GLYCOL ACETAL,0,240988.6548,
2-Deutero-benzobicyclo[2.2.2]octadiene,0,114703.4036,
"Butanal, 2-ethyl-",0,1614961.102,
4-Diethyoxyphosphinyl-2-phenyl-1(2H)-benzopyran,0,44123.17666,
"Sulfurous acid, butyl isobutyl ester",0,399312.8039,
1H-Pyrrole,0,42646.67747,
propionylcarnitine oxylactone,0,62000,
2-Acetyl-4-azido-3-methoxybutyric acid methyl ester,0,20567.26094,
"2-Oxo-4-phenyl-6-(4-chlorophenyl)-1,2-dihydropyrimidine",0,63920.58347,
( 18-O )-.beta.-Butyrolactone,0,31978.93031,
"(S)-3-sec-Butyl-1,5-bis(1,3,3-trimethyl-2-indolinyl)pentamethi-mium-perchlorate",0,10782.8201,
3-Methylpyrrole-2-carbaldehyde ,0,24220.42139,
"5,5-DIMETHYL-2-OXAZOLIDINONE ",0,634698.5413,
2-[(benzyloxy)methyl]-4(5)-methylimidazole,0,25685.57536,
4-Methoxy-1-nonene ,0,15163.6953,
"1,5-Heptadien-4-one, 3,3,6-trimethyl-",0,61487.84441,
(S)-2-[1-Ethyl-1-methoxypropyl)-1-[1-(3-methylbut-2-enyloxymethyl)-1-propyli...,0,32567.26094,
1H-Imidazol-2-amine,0,62951.37763,
"6-Deuterio-1,3-hexadien-5-yne",0,6121.555916,
2-amino-3-furfuryloxybenzoic acid,0,30470.01621,
"2,4-Dimethyl-6-(2-methylphenyl)pyridine-1-oxide",0,204257.6985,
"Methyl (2R,3R)-(+)-2,3-Epoxy-2-methylbutanoate",0,584714.7488,
2-Methyl-tetrahydropyridin-4-one,0,202442.4635,
"2,3-Dihydro-2-methyl-5-ethylfuran ",0,295917.342,
(Z)-1-Iodo-5-tert-butyldimethylsilyloxypent-1-ene,0,62980.55105,
1-Methyl-1-nitrocyclohexane,0,99615.88331,
2-Acetyl-5-methylthiophene,0,288051.8639,
(tert-Butylsulfonyl)benzene,0,56739.05997,
2-Phenyl-2-hexanol,0,32350.08104,
Cyanogen chloride,0,107985.4133,
1-Pentylprop-2-ynyl Acetate,0,147743.9222,
"4,5-dihydro-2-methyl-4-(1-methylethyl)oxazole",0,213346.8395,
Isobutyl acrylate,0,132982.1718,
"N,N'-Diisopropylideneguanidine",0,745343.5981,
"2,2-Dimethoxy-5,5-di-n-propyl-1,3,4-.deta.(3)-oxadiazoline",0,38048.62237,
2-Dimethylamino-3-cyano-5-methylhex-4-en-1-nitrile,0,161238.2496,
"Formic acid, hexyl ester",0,848763.3712,
"N,N'-Bis(5-methyl-1H-pyrazol-3-yl)oxaldiamide",0,19272.28525,
"(2R*,1'R*,2'R*)-2-(2'-Chloro-1'-hydroxycyclohextyl)-2-phenylacetic acid",0,1184964.344,
"2-(4'-Nitrophenyl)quinoxaline-1,4-dioxide",0,2960427.877,
Ethyl 2-(2-Benzoylphenyl)propanoate,0,74983.79254,
"Cycloheptasiloxane, tetradecamethyl-",0,3241794.165,
(R)-.beta.-Propyl-.gama.-butyrolactine,0,467771.4749,
"Acetic acid, nonyl ester",0,892837.9254,
"1,1'-Ethylenedi-2-imidazoline",0,13106.96921,
1-Methoxycarbonyl-2-methylimidazole,0,147842.7877,
"2-ACETOXY-1-ACETYL-6-(1-ADAMANTYL)THIO-3-HYDROXY-3,5-DIMETHYL-1,2,3,6-TETRAH...",0,77554.29498,
"4,8-Bis(benzylamino)-2-(2-hydroxyethylamino)pyrimido[5,4-d]pyrimidine",0,39372.77147,
"12.BETA.-OCTAHYDROINDOLO[2,3-A]QUINOLIZINE",0,83552.67423,
"7-(2-Methyl-1,3-dithiolan-2-yl)heptyl pivalate",0,98560.77796,
1-Octen-4-ol,0,383056.7261,
"S-[3-(4-Methylphenyl)-1-methylthio-3-oxopropenyl]-S,S-dimethylsulfinylinium ...",0,35557.53647,
"Benzoic acid, methyl ester",0,2447680.713,
"4-Ethylene Ketal of t-5,c-10-Dimethyl-r-1H-bicyclo[5.3.0]dec-6-ene-4,8-dione",0,11384.11669,
"3,4-Dimethoxy-2,3-dimethyl-1-butene ",0,20429.49757,
"2,3-Undecandione ",0,39128.0389,
"Hexane, 3,3-dimethyl-",0,60996.75851,
"Boric acid (H3BO3), trimethyl ester",0,58964.3436,
"2-Propanol, 1,1'-oxybis-",0,164542.9498,
"endo-1-methyl-4-isopropyl-bicyclo[2.2.2]octa-5-ene-2,3-dicarboxylic anhydride",0,23841.16694,
"1,1-D(2)-hexaspiro[2.0.3.0.3.0.3.0.3.0.3.0]tricosane",0,276518.6386,
"m-Toluic acid, 4-cyanophenyl ester",0,580476.4992,
1-(1-Hydroxycyclohexyl)-1-nonanone,0,32560.77796,
(R)-(-)-2-Ethylhexan-1-ol,0,19888.16856,
5-[1'-(4''-Methoxyphenyl)methylidene]-3-chloro-4-(p-methoxyphenyl)-2(5H)-fur...,0,285734.1977,
"Ethanone, 2-(formyloxy)-1-phenyl-",0,927113.4522,
4-(N-Ethylamino)pent-3-en-2-one,0,952614.2626,
"6-Methoxy-3-phehylspiro[indane-1,7'(6'H)-pyrrolo[3,4-b]pyridin-5'-one",0,2380897.893,
"8.alpha.,11-drimanediol",0,148338.7358,
cis-4-Methyl-3-cycloocten-1-ol,0,205504.0519,
5-Methyltetrahydrofuran-2-methanol,0,96779.57861,
"Pentane, 2,3,4-trimethyl-",0,376758.5089,
"(R)-Dodeca-1,2-dien-4-ol",0,103257.6985,
"6,6'-Bis(N,n-dimethylamino)-2,2'-biquinoline",0,507152.3501,
"Decanoic acid, ethyl ester",0,1306038.898,
"1,3-Benzodioxole",0,1548035.656,
"2-Methoxy-6-phenyl-6,6a,7,8-tetrahydro-9aH-furo[3,2-c]quinoline isomer",0,19886.54781,
"5,6-bis[(Triisopropylsilyloxy)methyl]dec-5-ene-1,3,7,9-tetrayne",0,14037.27715,
"4'-(n-decyloxy)phenyl 4-[(S,S)-2,3-epoxy-(S)-1-hydroxynonyl]-benzoate",0,26800.6483,
"5,6-DIHYDRO-2-METHOXY-4-METHYL-2H-PYRAN",0,96223.66288,
cis/trans-2-Cyclohexyl-5-methyltetrahydrofuran,0,8865.47812,
1-Cyclobutylcyclopropanol,0,9920.583468,
"Butanoic acid, 3-methyl-",0,267557.5365,
2-Methyl-2-cyclopenten-1-ol,0,150269.0438,
1-Acetyl-3-n-butyl[1]staffane,0,28533.22528,
"(2S,3R)-2-Methyl-2,3-epoxy-1-butanol",0,29085.89951,
"(+-)-(4.alpha.,5.beta.(E))-4-Methyl-5-(1-propenyl)-2-imidazolidinone",0,161021.0697,
2-Cyanophenyl .beta.-phenylpropionate,0,204307.9417,
1-Isopropyl-2-((phenylthio)methyl)cyclopentene,0,22949.75689,
(S)-3-Phenylbut-3-en-2-ol,0,15622.36629,
N-Benzyl-N-methyl-alpha.-oxobenzeneacetamide,0,42262.56078,
3-Methylbut-2-noic acid prop-2-ynylamide,0,3306.320908,
Ethyl Hept-6-enoate,0,34374.39222,
"O-(1,1-diethylpropyl)selenofornate",0,38202.59319,
2-Dodecanone,0,327996.7585,
"2-Oxetanone, 4-methylene-",0,16944.89465,
"trans-1,4-Dimethoxy-2-butene ",0,24575.36467,
"(1S,2S)-1-Ethyl-2-methyl-3-oxobutyl propanoate",0,80901.13452,
t-Butylphosphonyl-bis[N-di(isopropyl)amide],0,71322.52836,
Dithiomethane,0,625215.5592,
"2-Hydroxymethyl-2-phenyl-1,3-propanediol",0,50021.06969,
"1-Methyl-2,3-dihydro-1H-pyrrolo[3,2-c]pyridine",0,84782.8201,
(Z/E)-2-Norboranone oxime,0,295507.2934,
2-O-methylbaeomycesic acid,0,41813.61426,
"Cyclohexene, 1-methoxy-",0,72880.06483,
Phidolopin ,0,43380.8752,
1-(6-Methoxypyridin-3-yl)but-3-en-1-ol,0,126283.6305,
8-Methyl-1-(phenylthiomethyl)cyclo-octene,0,82171.79903,
"3,3-Difluoro-2-hydroxy-2-phenyl-4-dodecanone",0,39643.43598,
"Cyclopropane, 1-methyl-2-pentyl-",0,95376.01297,
"(R)-2-(N,N-Dibenzylamino)-3-chloro-1,1,1-trifluoropropane",0,948157.2123,
2-Methyl-9H-cyclohepta[b]pyridine ,0,33773.09562,
"Cyclohexanol, 2-methyl-, acetate, cis-",0,239489.4652,
n-Butyraldoxime ,0,75536.46677,
3-Hydroxy-3-phenylpropanenitrile,0,21876.82334,
Ethyl N-cyano-N-pentylcarbamate,0,198348.4603,
"1-Pentanone, 1-(4-methylphenyl)-",0,73371.15073,
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, acetate",0,1076661.264,
4-(Methylthiomethyl)phenol,0,29247.97407,
R-(-)-2-Butyl-n-octyl carbonate,0,93609.40032,
3-METHYLBUTYL HEXANOATE ,0,70390.59968,
"(2R,4S)-(-)-trans-4-Methyltetrahydro-5-oxo-2-furancarboxylic acid",0,35831.44246,
"Cyclopentane, 1-ethyl-3-methyl-",0,569820.0972,
(bromomethylsulfonyl)sulfene-quiniclidine-adduct,0,52914.10049,
"Terbutaline, N-trifluoroacetyl-O,O,o-tris(trimethylsilyl)deriv.",0,41583.4684,
Methyl [(R)-2-methanesulfonyloxy-3-(4-methoxy-benzyloxy)-propyl]malonate,0,22969.20583,
2-Oxazolidinethione,0,15346.83955,
"Propanoic acid, phenylmethyl ester",0,326491.0859,
"2,,5,5-Tetramethyl-3-oxacyclohexanone",0,113961.1021,
3-Chloroheptylacetate,0,168910.859,
2-Iodo-4-methylphenyl 6-benzoyloxy-10a-methyoctahydrocyclopentaphenanthrene-...,0,69923.82496,
"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-propargyloxycarbonyl-",0,40834.68395,
p-Methylbenzyl acetate,0,6805259.319,
"3-Decen-1-ol, acetate, (Z)-",0,2827833.063,
1-Methyl-4-[(2-phenylpropenyl)sulfinyl]benzene,0,11424.63533,
"Ethanone, 1-(2,3,4-trimethylphenyl)-",0,201303.0794,
"5,6,7,8-Tetrahydro-5,8-ethanoquinoxaline-6,endo,7-endo-diol",0,30429.49757,
N-methyl-6-heptynamide,0,192709.8865,
4-[N'-(4-Dimethylaminobenzylidene)-N-methylhydrazino]benzaldehyde,0,136053.4846,
(Z)-Dec-4-enyl (E)-2-methylbut-2-enoate,0,235236.6288,
"meso-2,5-Dimethyl-3,4-hexanediol",0,126717.9903,
Ethyl (2-hydroxytetrahydrofuran-2-yl)acetate,0,14505.67261,
anti-4-Aza-B-homo-5.alpha.-cholestan-3-one,0,39149.10859,
Benzeneethanol,0,133418.1524,
"3,4,5,6-Tetrahydro-7-acetoxy-2-(1,3-dithian-2-yl)-9-(1,1-dimethylheptyl)-2,6...",0,21137.76337,
1-(p-Tolyl)ethyl acetate ,0,20356.56402,
(2)-7-DODECENOL ,0,13324.14911,
"2-Octanone, 1-phenyl-",0,20962.72285,
"1,12-Dodecanediol",0,181656.4019,
6-(4-Aminophenyl)-3-cyano-4-[4-(dimethylamino)phenyl]-2-methylpyridine,0,120403.5656,
"(3S)-3-Phenyl-2,3-dihydro-1H-isoindol-1-one",0,57674.23015,
"Methane, dimethoxy-",0,76141.00486,
"Formic acid, decyl ester",0,622215.5592,
".alpha.,.alpha.'-diiodo-o-xylene ",0,6244.732577,
Bismethylene[6.3.2]propellanone Ethylene Ketal,0,3215.559157,
"(1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-1,4,4a,5,6,7,8,9,10,10a-decahydro-1...",0,55964.3436,
"5-(1-Ethoxyethoxy)ethyl-5-methyl-(5R)-1,3,2-dioxathiolane-2-dioxide",0,20424.63533,
"Cyclooctasiloxane, hexadecamethyl- ",0,520484.6029,
"Tetradecanoic acid, ethyl ester",0,1639658.023,
"Butanoic acid, 2-methylcyclohexyl ester, cis-",0,152301.4587,
"(2S,3S)-3-Azido-3-[(1-benzyloxy)cyclopropyl]-1,2-propanediol",0,116562.3987,
Ethyl 9-tetradecenoate,0,1617367.909,
2-[2'-(p-Chlorophenyl)-1'-methylethenyl]-benzimidazole,0,115296.5964,
"1-Hydroxymethyl-6-methyl-5,7,8-trimethoxy-1,2,3,4-tetrahydroisoquinoline",0,15025.93193,
"Cyclononasiloxane, octadecamethyl-",0,613087.5203,
"2,3-Dihydro farnesyl acetate",0,376954.6191,
"1,1,1,3,3,5,5,7,7,9,9-Undecamethylpentasiloxane",0,300426.2561,
"diethyl 2,6-dimethyl-4-(3-pyridazinyl)-1,4-dihydropyridine-3,5-dicarboxylate",0,37620.74554,
Farnesol ,0,67813.61426,
"1,1,1,2,3,3-Hexafluoroheptane ",0,41356.56402,
(+-)-.alpha.-Lycorane,0,5905.996759,
"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-, (E)-",0,6292633.712,
Benzyl pyridinium chloride,0,11489.46515,
"1,5,9-Decatriene, 2,3,5,8-tetramethyl-",0,334557.5365,
3-Quinolinecarbonitrile,0,335888.1686,
"5,6-Dihydrobenzo[c]phenanthridin-6-one",0,104893.0308,
cis-2-Carbomethoxy-4-[(1-chloro-1-methyl)ethyl]terahydrofuran,0,60583.4684,
"[2-15N]-benzo[1,2,3]triazole",0,6922.204214,
"p-Anisic acid, 4-nitrophenyl ester",0,62153.97083,
1-[(Phenylethyl)thio]-1-(methylthio)-2-nitroethene,0,32307.94165,
Cyclobutylmethanol,0,135084.2788,
4-Quinolinecarboxaldehyde,0,126486.2237,
4-amino-2-methylbutanoic acid ,0,7630.470016,
cis-12-Octadecenoic acid methyl ester,0,127573.7439,
"Benzene, [ethoxy(1-propenyloxy)methyl]-, (E)-",0,28820.09724,
2-Nitro-2-methylcyclohexanone,0,30578.60616,
"1-[1-(Toluene-4-sulfonyl)-4,5-dihydro-1H-pyrrol-2-yl]but-2-en-1-one",0,34410.04862,
"3,5-Bis(trifluoromethyl)phenyl 1-phenylpropyl Sulfone",0,31523.50081,
"Phthalic acid, isobutyl 4-octyl ester",0,100374.3922,
"trans-2,3-di(ethoxycarbonyl)-bicyclo[2.2.2]oct-5-ene",0,69212.31767,
1-[(p-Methylphenyl)amino]acetone Oxime,0,12662.88493,
"(3R,4S,1'S)-4-Methyl-3-[6',6'-ethylenedioxy-1'-dimethyl(phenyl)silylbutyl]ox...",0,68982.1718,
N-(Methoxymethyl)benzamide,0,51991.89627,
Cyclopropyl Phenyl Ketoxime,0,6471.636953,
"1,2,2-TRIMETHYL-3-OXO-3-PHENYLPROPYL TOLUENE-P-SULPHONATE",0,18397.08266,
"(3S,5S)-3,5-Dihydroxy-3,5-dimethylheptan-4-one",0,35350.08104,
Dibutyl phthalate,0,130401.9449,
"(1R,2R)-10-Pyrrolidinoisoborneol",0,24332.25284,
"(S,S)-1,1-Diethoxy-N-(1-phenylethyl)-2-propanamine",0,71680.71313,
"N,O-Bis(methoxycarbonyl)-N-((1-cyclopropyl)benzyl)hydroxyamine",0,50499.18963,
"L-Alanine, N-benzoyl-, methyl ester",0,39860.61588,
2-(1'-Butyl-3-pyrazolyl) pyridine,0,55541.32901,
"(3R*,5S*,6R*)-5-Anilino-3-isopropyl-6-methyl-6-phenyl-1,2,4-trioxane",0,24868.71961,
2-formyl-3-methyl-4-ethynylpyrrole,0,71034.03566,
p-Methylphenyl 2-(o-methylphenyl)-2-propyl sulfone,0,63664.50567,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
